,userId,itemId,Xmin,Ymin,Xmax,Ymax,Xmin_true,Ymin_true,Xmax_true,Ymax_true
290,1451,6090,199,527,402,801,47,578,340,809
291,149,6090,197,529,352,775,47,578,340,809
292,1340,6090,254,650,293,708,47,578,340,809
293,496,13623,45,612,70,645,39,610,82,646
294,831,13623,45,611,73,643,39,610,82,646
295,917,13623,45,613,66,645,39,610,82,646
296,759,33764,93,977,568,1344,90,1042,589,1522
297,648,33764,114,1001,561,1355,90,1042,589,1522
298,32,33764,86,1023,584,1332,90,1042,589,1522
299,1751,27634,105,724,854,1295,22,477,884,1050
300,1078,27634,56,757,857,1245,22,477,884,1050
301,979,27634,73,639,875,1309,22,477,884,1050
302,1158,20710,19,577,868,1071,55,440,657,1237
303,600,20710,39,513,861,1065,55,440,657,1237
304,1464,20710,26,496,816,1070,55,440,657,1237
305,1521,20710,96,598,846,1065,55,440,657,1237
306,1623,20710,114,599,436,1069,55,440,657,1237
307,919,20710,73,621,821,1016,55,440,657,1237
308,981,20710,116,626,852,1066,55,440,657,1237
309,157,20710,37,585,446,1064,55,440,657,1237
310,1114,26881,42,692,292,861,38,688,302,862
311,1268,26881,54,695,276,860,38,688,302,862
312,1311,26881,40,691,296,840,38,688,302,862
313,592,23858,206,1155,519,1541,255,1224,553,1587
314,140,23858,217,1163,539,1498,255,1224,553,1587
315,971,23858,182,1177,539,1545,255,1224,553,1587
316,433,31086,33,612,116,654,51,607,106,657
317,1671,31086,38,607,116,655,51,607,106,657
318,1727,31086,39,611,110,655,51,607,106,657
319,649,31086,37,613,112,653,51,607,106,657
320,909,31086,40,608,73,653,51,607,106,657
321,207,31086,102,611,114,617,51,607,106,657
322,902,16681,55,580,119,635,39,570,137,649
323,813,16681,58,572,123,634,39,570,137,649
324,909,16681,42,573,130,636,39,570,137,649
325,1083,22125,128,840,376,1093,153,861,470,1172
326,1258,22125,68,856,392,1148,153,861,470,1172
327,55,22125,63,783,454,1130,153,861,470,1172
328,1483,23546,93,766,330,908,47,709,352,918
329,1327,23546,77,758,324,907,47,709,352,918
330,952,23546,94,761,334,885,47,709,352,918
331,15,23546,59,747,330,915,47,709,352,918
332,957,23546,51,752,336,916,47,709,352,918
333,106,16073,60,539,623,897,98,556,505,937
334,1629,16073,334,657,600,929,98,556,505,937
335,1626,16073,372,690,584,912,98,556,505,937
336,1509,16073,54,542,637,932,98,556,505,937
337,1681,16073,43,519,628,923,98,556,505,937
338,1584,16073,48,516,589,918,98,556,505,937
339,1249,33275,302,668,688,1088,178,635,577,1101
340,1520,33275,502,748,610,1089,178,635,577,1101
341,1084,33275,523,690,644,870,178,635,577,1101
342,1304,33275,401,689,755,1071,178,635,577,1101
343,1578,33275,437,742,752,1110,178,635,577,1101
344,1513,33275,101,650,831,1130,178,635,577,1101
345,656,33275,389,693,692,1078,178,635,577,1101
346,499,33275,343,666,729,1094,178,635,577,1101
347,874,33275,299,712,745,1068,178,635,577,1101
348,41,35476,53,958,89,981,52,957,90,982
349,94,35476,56,957,89,981,52,957,90,982
350,200,35476,53,957,89,981,52,957,90,982
351,1548,32119,38,580,230,853,29,553,301,773
352,952,32119,68,636,234,803,29,553,301,773
353,465,32119,44,636,228,843,29,553,301,773
354,1709,32119,30,631,240,815,29,553,301,773
355,191,32119,65,606,235,708,29,553,301,773
356,947,32119,33,622,220,832,29,553,301,773
357,128,32119,30,581,227,863,29,553,301,773
358,592,26046,42,305,277,496,96,325,285,425
359,1508,26046,77,360,241,453,96,325,285,425
360,1387,26046,82,345,220,436,96,325,285,425
361,1346,26046,47,323,93,431,96,325,285,425
362,581,26046,40,345,255,466,96,325,285,425
363,1454,26046,73,340,228,431,96,325,285,425
364,761,26046,74,336,238,452,96,325,285,425
365,1585,35341,32,600,472,1080,11,463,511,1115
366,1512,35341,88,565,456,1092,11,463,511,1115
367,1400,35341,233,609,376,817,11,463,511,1115
368,713,35341,87,553,484,1076,11,463,511,1115
369,828,35341,24,586,329,707,11,463,511,1115
370,769,35341,37,621,448,1097,11,463,511,1115
371,1684,35341,73,574,453,1050,11,463,511,1115
372,495,35341,205,726,213,805,11,463,511,1115
373,957,31863,148,451,652,857,156,453,705,831
374,577,31863,210,498,565,793,156,453,705,831
375,750,31863,124,490,575,806,156,453,705,831
376,346,31863,133,473,587,832,156,453,705,831
377,947,31863,212,488,595,831,156,453,705,831
378,335,31863,180,498,421,734,156,453,705,831
379,1208,21390,135,863,201,915,29,833,196,1068
380,966,21390,75,861,232,1000,29,833,196,1068
381,865,21390,70,847,216,1014,29,833,196,1068
382,805,21390,113,843,222,972,29,833,196,1068
383,592,21390,32,834,216,1026,29,833,196,1068
384,1508,21390,31,938,132,1015,29,833,196,1068
385,1662,28464,23,274,443,425,22,189,501,439
386,252,28464,103,319,411,433,22,189,501,439
387,1383,28464,94,295,429,453,22,189,501,439
388,1506,4117,49,663,137,727,56,670,137,735
389,972,4117,55,662,127,730,56,670,137,735
390,1562,4117,42,661,134,732,56,670,137,735
391,1212,11131,57,735,564,1150,22,737,479,1391
392,917,11131,95,727,554,1143,22,737,479,1391
393,831,11131,84,734,539,1133,22,737,479,1391
394,1231,9743,86,527,519,1052,19,491,714,958
395,421,9743,43,502,511,1056,19,491,714,958
396,71,9743,83,495,693,1084,19,491,714,958
397,1277,9743,92,541,489,1060,19,491,714,958
398,1719,9743,69,484,695,1046,19,491,714,958
399,748,9743,28,519,300,888,19,491,714,958
400,963,12582,230,770,860,1235,39,728,878,1282
401,142,12582,405,766,858,1137,39,728,878,1282
402,650,12582,192,759,825,1348,39,728,878,1282
403,909,12582,341,754,756,1217,39,728,878,1282
404,1668,12582,184,733,873,1214,39,728,878,1282
405,183,8947,241,696,816,1276,50,640,629,1227
406,29,8947,438,787,820,1029,50,640,629,1227
407,1181,8947,247,730,754,1268,50,640,629,1227
408,287,8947,213,763,773,1244,50,640,629,1227
409,478,8947,86,717,825,1281,50,640,629,1227
410,347,8947,544,829,689,998,50,640,629,1227
411,524,8947,167,752,645,1074,50,640,629,1227
412,525,8947,235,666,833,1248,50,640,629,1227
413,748,8947,271,851,808,1181,50,640,629,1227
414,1547,8947,253,808,761,1283,50,640,629,1227
415,71,8947,207,739,792,1264,50,640,629,1227
416,492,31229,120,535,571,921,136,466,675,933
417,535,31229,140,597,525,780,136,466,675,933
418,1287,31229,129,543,589,929,136,466,675,933
419,1508,31229,154,500,530,883,136,466,675,933
420,1193,31229,142,517,496,848,136,466,675,933
421,1142,31229,122,541,478,795,136,466,675,933
422,1529,34115,61,740,250,881,55,761,275,900
423,1316,34115,40,800,194,878,55,761,275,900
424,929,34115,42,734,253,889,55,761,275,900
425,1222,34115,54,770,195,880,55,761,275,900
426,391,34115,57,741,242,883,55,761,275,900
427,925,34115,51,734,254,885,55,761,275,900
428,119,34115,56,753,246,876,55,761,275,900
429,289,23685,184,623,661,973,139,500,800,1054
430,1010,23685,105,572,680,1041,139,500,800,1054
431,1122,23685,115,571,719,1042,139,500,800,1054
432,917,29236,94,415,484,755,20,406,592,785
433,314,29236,508,740,510,743,20,406,592,785
434,1585,29236,180,435,436,709,20,406,592,785
435,892,2721,224,886,399,934,38,830,496,1059
436,577,2721,166,853,446,1028,38,830,496,1059
437,572,2721,171,823,452,1032,38,830,496,1059
438,1651,2721,162,836,475,1029,38,830,496,1059
439,950,2721,147,873,447,1002,38,830,496,1059
440,1006,2721,169,891,288,987,38,830,496,1059
441,1333,2721,77,851,285,1025,38,830,496,1059
442,512,17580,32,462,802,1174,25,468,1015,1455
443,451,17580,72,475,769,1120,25,468,1015,1455
444,389,17580,139,464,941,1192,25,468,1015,1455
445,750,31881,267,634,864,1191,159,478,902,1109
446,957,31881,235,818,834,1238,159,478,902,1109
447,335,31881,249,706,712,1170,159,478,902,1109
448,749,13336,10,358,470,515,108,253,365,533
449,73,13336,26,234,425,527,108,253,365,533
450,334,13336,18,227,490,528,108,253,365,533
451,1327,13336,26,246,478,530,108,253,365,533
452,338,13336,53,249,465,537,108,253,365,533
453,741,13336,13,240,14,242,108,253,365,533
454,630,13336,132,253,416,397,108,253,365,533
455,1052,13336,26,251,486,515,108,253,365,533
456,1485,13336,12,238,492,535,108,253,365,533
457,552,13899,152,825,355,1016,140,877,256,981
458,1514,13899,188,904,260,997,140,877,256,981
459,1466,13899,191,867,313,997,140,877,256,981
460,1739,13899,152,833,304,1036,140,877,256,981
461,1211,13899,194,889,282,1010,140,877,256,981
462,1086,13899,193,879,266,967,140,877,256,981
463,1462,13899,179,866,290,975,140,877,256,981
464,1299,13899,177,886,291,984,140,877,256,981
465,161,13899,153,845,331,1008,140,877,256,981
466,449,13899,193,877,277,1012,140,877,256,981
467,606,18546,56,791,77,799,46,793,89,824
468,163,18546,51,784,88,818,46,793,89,824
469,774,18546,53,785,87,813,46,793,89,824
470,824,18546,54,787,79,807,46,793,89,824
471,317,18546,53,786,89,811,46,793,89,824
472,1514,14676,378,622,538,826,156,592,634,908
473,310,14676,327,606,553,799,156,592,634,908
474,1086,14676,401,612,499,758,156,592,634,908
475,1159,14676,337,613,563,861,156,592,634,908
476,383,14676,375,622,551,795,156,592,634,908
477,1684,14676,332,614,541,866,156,592,634,908
478,1681,14676,261,601,643,795,156,592,634,908
479,552,14676,341,595,565,845,156,592,634,908
480,664,14676,361,629,554,777,156,592,634,908
481,161,14676,249,545,708,960,156,592,634,908
482,1389,7707,94,1007,170,1084,49,1002,172,1068
483,1442,7707,98,1014,161,1070,49,1002,172,1068
484,1508,7707,95,1005,116,1083,49,1002,172,1068
485,985,22165,86,459,333,648,156,330,622,614
486,55,22165,114,461,309,636,156,330,622,614
487,1083,22165,29,415,295,626,156,330,622,614
488,1406,22165,77,475,338,626,156,330,622,614
489,1677,22165,151,496,192,564,156,330,622,614
490,1518,22165,11,213,570,639,156,330,622,614
491,442,22165,60,419,312,647,156,330,622,614
492,1682,22165,39,448,275,645,156,330,622,614
493,1163,22165,109,468,220,630,156,330,622,614
494,994,7591,93,260,523,651,207,227,764,724
495,502,7591,117,247,749,712,207,227,764,724
496,1698,7591,91,244,748,712,207,227,764,724
497,662,28353,54,498,281,650,21,494,297,672
498,1580,28353,50,519,291,637,21,494,297,672
499,822,28353,67,535,226,622,21,494,297,672
500,1081,28353,61,515,249,629,21,494,297,672
501,831,28353,47,497,258,639,21,494,297,672
502,1034,28353,85,521,222,625,21,494,297,672
503,611,24976,215,493,451,829,38,490,525,918
504,119,24976,172,515,485,982,38,490,525,918
505,998,24976,51,497,483,1001,38,490,525,918
506,501,24976,237,507,454,999,38,490,525,918
507,387,24976,104,476,454,1054,38,490,525,918
508,1158,21040,117,698,613,1122,42,796,627,1095
509,1461,21040,150,690,489,1024,42,796,627,1095
510,1689,21040,172,721,541,1106,42,796,627,1095
511,1370,30093,52,971,542,1399,32,980,382,1423
512,1044,30093,51,975,530,1397,32,980,382,1423
513,62,30093,60,984,527,1333,32,980,382,1423
514,230,30742,262,595,424,813,273,567,467,755
515,922,30742,240,574,523,824,273,567,467,755
516,936,30742,267,637,468,800,273,567,467,755
517,391,30742,286,544,451,814,273,567,467,755
518,886,30742,249,627,414,810,273,567,467,755
519,118,30742,237,582,439,842,273,567,467,755
520,568,30742,249,580,463,834,273,567,467,755
521,998,30742,251,587,464,804,273,567,467,755
522,1706,30742,199,549,524,891,273,567,467,755
523,1580,27663,185,752,743,1159,101,748,512,1041
524,831,27663,167,761,687,1077,101,748,512,1041
525,1257,27663,202,754,709,1156,101,748,512,1041
526,656,27663,256,791,732,1185,101,748,512,1041
527,1298,27663,210,763,738,1189,101,748,512,1041
528,563,12701,79,868,453,1160,40,856,469,1176
529,1314,12701,55,866,441,1164,40,856,469,1176
530,1045,12701,83,882,354,1096,40,856,469,1176
531,1638,12701,45,862,460,1172,40,856,469,1176
532,3,12701,48,870,462,1176,40,856,469,1176
533,504,12701,45,861,465,1162,40,856,469,1176
534,391,12701,47,870,445,1170,40,856,469,1176
535,1380,33682,344,521,654,981,115,539,490,895
536,1191,33682,331,672,557,879,115,539,490,895
537,1055,33682,409,523,616,944,115,539,490,895
538,415,33682,415,549,615,663,115,539,490,895
539,182,33682,273,522,650,990,115,539,490,895
540,410,33682,306,532,636,959,115,539,490,895
541,128,33682,38,524,655,990,115,539,490,895
542,951,33682,334,542,647,950,115,539,490,895
543,1132,33682,426,538,629,842,115,539,490,895
544,952,33682,436,553,623,908,115,539,490,895
545,1640,1983,64,722,271,935,74,709,263,846
546,1602,1983,120,720,243,879,74,709,263,846
547,1480,1983,97,744,239,903,74,709,263,846
548,1684,15471,181,368,442,638,21,257,576,665
549,1681,15471,172,352,539,642,21,257,576,665
550,56,15471,219,372,466,646,21,257,576,665
551,370,16944,60,779,588,1292,173,874,581,1151
552,1592,16944,116,785,570,1208,173,874,581,1151
553,768,16944,40,760,594,1303,173,874,581,1151
554,1107,15635,70,896,474,1164,70,835,553,1214
555,1174,15635,67,932,502,1172,70,835,553,1214
556,1117,15635,55,910,514,1179,70,835,553,1214
557,1598,15635,46,859,575,1219,70,835,553,1214
558,219,15635,330,947,495,1081,70,835,553,1214
559,732,15635,327,990,433,1062,70,835,553,1214
560,1554,25112,220,662,635,1143,98,722,431,1110
561,291,25112,317,681,609,1088,98,722,431,1110
562,189,25112,263,551,606,1172,98,722,431,1110
563,1123,25112,106,665,619,1181,98,722,431,1110
564,952,25112,285,794,568,1146,98,722,431,1110
565,957,25112,266,752,642,1184,98,722,431,1110
566,12,25112,303,790,593,1146,98,722,431,1110
